yaml_file,model_name,scale,task,nc,layers,parameters,gradients,gflops,error
v6/Pose/yolov6-4.0-D-LKAAttention-pose.yaml,yolov6-4.0-D-LKAAttention-pose-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-DAttention-pose.yaml,yolov6-4.0-DAttention-pose-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-DAttention-pose.yaml,yolov6-4.0-DAttention-pose-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-DAttention-pose.yaml,yolov6-4.0-DAttention-pose-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-DAttention-pose.yaml,yolov6-4.0-DAttention-pose-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-DAttention-pose.yaml,yolov6-4.0-DAttention-pose-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-DAttention-pose.yaml,yolov6-4.0-DAttention-pose-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-GAMAttention-pose.yaml,yolov6-4.0-GAMAttention-pose-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-GAMAttention-pose.yaml,yolov6-4.0-GAMAttention-pose-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-GAMAttention-pose.yaml,yolov6-4.0-GAMAttention-pose-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-GAMAttention-pose.yaml,yolov6-4.0-GAMAttention-pose-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-GAMAttention-pose.yaml,yolov6-4.0-GAMAttention-pose-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-GAMAttention-pose.yaml,yolov6-4.0-GAMAttention-pose-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-SEAttention-pose.yaml,yolov6-4.0-SEAttention-pose-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-SEAttention-pose.yaml,yolov6-4.0-SEAttention-pose-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-SEAttention-pose.yaml,yolov6-4.0-SEAttention-pose-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-SEAttention-pose.yaml,yolov6-4.0-SEAttention-pose-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-SEAttention-pose.yaml,yolov6-4.0-SEAttention-pose-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-SEAttention-pose.yaml,yolov6-4.0-SEAttention-pose-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-SKAttention-pose.yaml,yolov6-4.0-SKAttention-pose-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-SKAttention-pose.yaml,yolov6-4.0-SKAttention-pose-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-SKAttention-pose.yaml,yolov6-4.0-SKAttention-pose-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-SKAttention-pose.yaml,yolov6-4.0-SKAttention-pose-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-SKAttention-pose.yaml,yolov6-4.0-SKAttention-pose-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-SKAttention-pose.yaml,yolov6-4.0-SKAttention-pose-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-SegNextAttention-pose.yaml,yolov6-4.0-SegNextAttention-pose-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-SegNextAttention-pose.yaml,yolov6-4.0-SegNextAttention-pose-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-SegNextAttention-pose.yaml,yolov6-4.0-SegNextAttention-pose-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-SegNextAttention-pose.yaml,yolov6-4.0-SegNextAttention-pose-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-SegNextAttention-pose.yaml,yolov6-4.0-SegNextAttention-pose-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-SegNextAttention-pose.yaml,yolov6-4.0-SegNextAttention-pose-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-ShuffleAttention-pose.yaml,yolov6-4.0-ShuffleAttention-pose-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-ShuffleAttention-pose.yaml,yolov6-4.0-ShuffleAttention-pose-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-ShuffleAttention-pose.yaml,yolov6-4.0-ShuffleAttention-pose-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-ShuffleAttention-pose.yaml,yolov6-4.0-ShuffleAttention-pose-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-ShuffleAttention-pose.yaml,yolov6-4.0-ShuffleAttention-pose-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-ShuffleAttention-pose.yaml,yolov6-4.0-ShuffleAttention-pose-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-TripletAttention-pose.yaml,yolov6-4.0-TripletAttention-pose-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-TripletAttention-pose.yaml,yolov6-4.0-TripletAttention-pose-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-TripletAttention-pose.yaml,yolov6-4.0-TripletAttention-pose-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-TripletAttention-pose.yaml,yolov6-4.0-TripletAttention-pose-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-TripletAttention-pose.yaml,yolov6-4.0-TripletAttention-pose-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-TripletAttention-pose.yaml,yolov6-4.0-TripletAttention-pose-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-pose-p2.yaml,yolov6-4.0-pose-p2-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-pose-p2.yaml,yolov6-4.0-pose-p2-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-pose-p2.yaml,yolov6-4.0-pose-p2-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-pose-p2.yaml,yolov6-4.0-pose-p2-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-pose-p2.yaml,yolov6-4.0-pose-p2-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-pose-p2.yaml,yolov6-4.0-pose-p2-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-pose-p34.yaml,yolov6-4.0-pose-p34-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-pose-p34.yaml,yolov6-4.0-pose-p34-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-pose-p34.yaml,yolov6-4.0-pose-p34-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-pose-p34.yaml,yolov6-4.0-pose-p34-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-pose-p34.yaml,yolov6-4.0-pose-p34-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-pose-p34.yaml,yolov6-4.0-pose-p34-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Pose/yolov6-4.0-pose-p6.yaml,yolov6-4.0-pose-p6-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 576, 3, 3], expected input[1, 96, 8, 8] to have 576 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-pose-p6.yaml,yolov6-4.0-pose-p6-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [144, 672, 3, 3], expected input[1, 144, 8, 8] to have 672 channels, but got 144 channels instead"
v6/Pose/yolov6-4.0-pose-p6.yaml,yolov6-4.0-pose-p6-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 768, 3, 3], expected input[1, 192, 8, 8] to have 768 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-pose-p6.yaml,yolov6-4.0-pose-p6-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [288, 960, 3, 3], expected input[1, 288, 8, 8] to have 960 channels, but got 288 channels instead"
v6/Pose/yolov6-4.0-pose-p6.yaml,yolov6-4.0-pose-p6-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [384, 896, 3, 3], expected input[1, 384, 8, 8] to have 896 channels, but got 384 channels instead"
v6/Pose/yolov6-4.0-pose-p6.yaml,yolov6-4.0-pose-p6-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [480, 1024, 3, 3], expected input[1, 480, 8, 8] to have 1024 channels, but got 480 channels instead"
v6/Pose/yolov6-4.0-pose-p7.yaml,yolov6-4.0-pose-p7-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 768, 3, 3], expected input[1, 128, 4, 4] to have 768 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-pose-p7.yaml,yolov6-4.0-pose-p7-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 896, 3, 3], expected input[1, 192, 4, 4] to have 896 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-pose-p7.yaml,yolov6-4.0-pose-p7-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 1024, 3, 3], expected input[1, 256, 4, 4] to have 1024 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-pose-p7.yaml,yolov6-4.0-pose-p7-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [384, 1088, 3, 3], expected input[1, 384, 4, 4] to have 1088 channels, but got 384 channels instead"
v6/Pose/yolov6-4.0-pose-p7.yaml,yolov6-4.0-pose-p7-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [512, 1024, 3, 3], expected input[1, 512, 4, 4] to have 1024 channels, but got 512 channels instead"
v6/Pose/yolov6-4.0-pose-p7.yaml,yolov6-4.0-pose-p7-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [640, 1152, 3, 3], expected input[1, 640, 4, 4] to have 1152 channels, but got 640 channels instead"
v6/Pose/yolov6-4.0-pose.yaml,yolov6-4.0-pose-n,n,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Pose/yolov6-4.0-pose.yaml,yolov6-4.0-pose-t,t,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Pose/yolov6-4.0-pose.yaml,yolov6-4.0-pose-s,s,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Pose/yolov6-4.0-pose.yaml,yolov6-4.0-pose-m,m,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Pose/yolov6-4.0-pose.yaml,yolov6-4.0-pose-l,l,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Pose/yolov6-4.0-pose.yaml,yolov6-4.0-pose-x,x,pose,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Segment/yolov6-4.0-CPCA-seg.yaml,yolov6-4.0-CPCA-seg-n,n,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Segment/yolov6-4.0-CPCA-seg.yaml,yolov6-4.0-CPCA-seg-t,t,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Segment/yolov6-4.0-CPCA-seg.yaml,yolov6-4.0-CPCA-seg-s,s,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Segment/yolov6-4.0-CPCA-seg.yaml,yolov6-4.0-CPCA-seg-m,m,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Segment/yolov6-4.0-CPCA-seg.yaml,yolov6-4.0-CPCA-seg-l,l,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Segment/yolov6-4.0-CPCA-seg.yaml,yolov6-4.0-CPCA-seg-x,x,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Segment/yolov6-4.0-CrissCrossAttention-seg.yaml,yolov6-4.0-CrissCrossAttention-seg-n,n,detect,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Segment/yolov6-4.0-CrissCrossAttention-seg.yaml,yolov6-4.0-CrissCrossAttention-seg-t,t,detect,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Segment/yolov6-4.0-CrissCrossAttention-seg.yaml,yolov6-4.0-CrissCrossAttention-seg-s,s,detect,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Segment/yolov6-4.0-CrissCrossAttention-seg.yaml,yolov6-4.0-CrissCrossAttention-seg-m,m,detect,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Segment/yolov6-4.0-CrissCrossAttention-seg.yaml,yolov6-4.0-CrissCrossAttention-seg-l,l,detect,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Segment/yolov6-4.0-CrissCrossAttention-seg.yaml,yolov6-4.0-CrissCrossAttention-seg-x,x,detect,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Segment/yolov6-4.0-D-LKAAttention-seg.yaml,yolov6-4.0-D-LKAAttention-seg-n,n,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Segment/yolov6-4.0-D-LKAAttention-seg.yaml,yolov6-4.0-D-LKAAttention-seg-t,t,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Segment/yolov6-4.0-D-LKAAttention-seg.yaml,yolov6-4.0-D-LKAAttention-seg-s,s,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Segment/yolov6-4.0-D-LKAAttention-seg.yaml,yolov6-4.0-D-LKAAttention-seg-m,m,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Segment/yolov6-4.0-D-LKAAttention-seg.yaml,yolov6-4.0-D-LKAAttention-seg-l,l,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Segment/yolov6-4.0-D-LKAAttention-seg.yaml,yolov6-4.0-D-LKAAttention-seg-x,x,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Segment/yolov6-4.0-DAttention-seg.yaml,yolov6-4.0-DAttention-seg-n,n,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Segment/yolov6-4.0-DAttention-seg.yaml,yolov6-4.0-DAttention-seg-t,t,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Segment/yolov6-4.0-DAttention-seg.yaml,yolov6-4.0-DAttention-seg-s,s,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Segment/yolov6-4.0-DAttention-seg.yaml,yolov6-4.0-DAttention-seg-m,m,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Segment/yolov6-4.0-DAttention-seg.yaml,yolov6-4.0-DAttention-seg-l,l,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Segment/yolov6-4.0-DAttention-seg.yaml,yolov6-4.0-DAttention-seg-x,x,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Segment/yolov6-4.0-GAMAttention.yaml,yolov6-4.0-GAMAttention-n,n,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Segment/yolov6-4.0-GAMAttention.yaml,yolov6-4.0-GAMAttention-t,t,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Segment/yolov6-4.0-GAMAttention.yaml,yolov6-4.0-GAMAttention-s,s,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Segment/yolov6-4.0-GAMAttention.yaml,yolov6-4.0-GAMAttention-m,m,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Segment/yolov6-4.0-GAMAttention.yaml,yolov6-4.0-GAMAttention-l,l,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
v6/Segment/yolov6-4.0-GAMAttention.yaml,yolov6-4.0-GAMAttention-x,x,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [320, 896, 3, 3], expected input[1, 320, 16, 16] to have 896 channels, but got 320 channels instead"
v6/Segment/yolov6-4.0-SEAttention-seg.yaml,yolov6-4.0-SEAttention-seg-n,n,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [64, 384, 3, 3], expected input[1, 64, 16, 16] to have 384 channels, but got 64 channels instead"
v6/Segment/yolov6-4.0-SEAttention-seg.yaml,yolov6-4.0-SEAttention-seg-t,t,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [96, 448, 3, 3], expected input[1, 96, 16, 16] to have 448 channels, but got 96 channels instead"
v6/Segment/yolov6-4.0-SEAttention-seg.yaml,yolov6-4.0-SEAttention-seg-s,s,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [128, 512, 3, 3], expected input[1, 128, 16, 16] to have 512 channels, but got 128 channels instead"
v6/Segment/yolov6-4.0-SEAttention-seg.yaml,yolov6-4.0-SEAttention-seg-m,m,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [192, 640, 3, 3], expected input[1, 192, 16, 16] to have 640 channels, but got 192 channels instead"
v6/Segment/yolov6-4.0-SEAttention-seg.yaml,yolov6-4.0-SEAttention-seg-l,l,segment,80,ERR,ERR,ERR,ERR,"Given groups=1, weight of size [256, 768, 3, 3], expected input[1, 256, 16, 16] to have 768 channels, but got 256 channels instead"
